Contact Id,TxStart [s],TxStart [UTCG],TxStop [s],TxStop [UTCG],SourceEid,SourceName,DestinEid,DestinName,Avg. Delay [s],Data Rate [Bytes/s],Volume [Bytes],Region
268,25487,1 Jan 2023 17:04:46.049,58186,2 Jan 2023 02:09:45.190,21,[21] ls-17,28,[28] south1,0.024196443848942,1875000,61310625000,E
269,25487,1 Jan 2023 17:04:46.049,58186,2 Jan 2023 02:09:45.190,28,[28] south1,21,[21] ls-17,0.024196443848942,12500000,408737500000,E
270,25583,1 Jan 2023 17:06:22.981,57676,2 Jan 2023 02:01:15.727,18,[18] ls-14,26,[26] north1,0.0247490468553875,1875000,60174375000,C
271,25583,1 Jan 2023 17:06:22.981,57676,2 Jan 2023 02:01:15.727,26,[26] north1,18,[18] ls-14,0.0247490468553875,12500000,401162500000,C
276,25992,1 Jan 2023 17:13:11.573,59161,2 Jan 2023 02:26:00.488,8,[8] ls-04,26,[26] north1,0.0244275528212499,1875000,62191875000,C
277,25992,1 Jan 2023 17:13:11.573,59161,2 Jan 2023 02:26:00.488,26,[26] north1,8,[8] ls-04,0.0244275528212499,12500000,414612500000,C
278,26063,1 Jan 2023 17:14:22.726,59832,2 Jan 2023 02:37:11.335,19,[19] ls-15,26,[26] north1,0.023223533346926,1875000,63316875000,C
279,26063,1 Jan 2023 17:14:22.726,59832,2 Jan 2023 02:37:11.335,26,[26] north1,19,[19] ls-15,0.023223533346926,12500000,422112500000,C
280,26461,1 Jan 2023 17:21:00.090,59629,2 Jan 2023 02:33:48.814,4,[4] ls-00-peary,26,[26] north1,0.024036297097334,1875000,62190000000,C
281,26461,1 Jan 2023 17:21:00.090,59629,2 Jan 2023 02:33:48.814,26,[26] north1,4,[4] ls-00-peary,0.024036297097334,12500000,414600000000,C
282,26736,1 Jan 2023 17:25:35.873,47032,1 Jan 2023 23:03:51.827,13,[13] ls-09,28,[28] south1,0.027673526599315,1875000,38055000000,E
283,26736,1 Jan 2023 17:25:35.873,47032,1 Jan 2023 23:03:51.827,28,[28] south1,13,[13] ls-09,0.027673526599315,12500000,253700000000,E
284,26752,1 Jan 2023 17:25:51.605,59915,2 Jan 2023 02:38:34.531,5,[5] ls-01-shackleton,28,[28] south1,0.0240679605526142,1875000,62180625000,E
285,26752,1 Jan 2023 17:25:51.605,59915,2 Jan 2023 02:38:34.531,28,[28] south1,5,[5] ls-01-shackleton,0.0240679605526142,12500000,414537500000,E
286,26804,1 Jan 2023 17:26:43.709,60700,2 Jan 2023 02:51:39.399,3,[3] gs-madrid,28,[28] south1,1.30193139265797,3750000,127110000000,B
287,26806,1 Jan 2023 17:26:45.011,60696,2 Jan 2023 02:51:35.919,28,[28] south1,3,[3] gs-madrid,1.30193233151202,12500000,423625000000,B
288,27012,1 Jan 2023 17:30:11.953,60651,2 Jan 2023 02:50:50.359,22,[22] ls-18,28,[28] south1,0.0233111673535474,1875000,63073125000,E
289,27012,1 Jan 2023 17:30:11.953,60651,2 Jan 2023 02:50:50.359,28,[28] south1,22,[22] ls-18,0.0233111673535474,12500000,420487500000,E
290,28259,1 Jan 2023 17:50:58.878,60707,2 Jan 2023 02:51:46.393,20,[20] ls-16,26,[26] north1,0.0245323553980308,1875000,60840000000,C
291,28259,1 Jan 2023 17:50:58.878,60707,2 Jan 2023 02:51:46.393,26,[26] north1,20,[20] ls-16,0.0245323553980308,12500000,405600000000,C
292,28428,1 Jan 2023 17:53:47.675,60361,2 Jan 2023 02:46:00.491,23,[23] ls-19,28,[28] south1,0.0250898583106709,1875000,59874375000,E
293,28428,1 Jan 2023 17:53:47.675,60361,2 Jan 2023 02:46:00.491,28,[28] south1,23,[23] ls-19,0.0250898583106709,12500000,399162500000,E
298,30020,1 Jan 2023 18:20:19.395,62113,2 Jan 2023 03:15:12.522,10,[10] ls-06,26,[26] north1,0.0233712544770202,1875000,60174375000,C
299,30020,1 Jan 2023 18:20:19.395,62113,2 Jan 2023 03:15:12.522,26,[26] north1,10,[10] ls-06,0.0233712544770202,12500000,401162500000,C
300,31053,1 Jan 2023 18:37:32.367,60355,2 Jan 2023 02:45:54.505,3,[3] gs-madrid,24,[24] circ,1.29233774518618,3750000,109882500000,B
301,31054,1 Jan 2023 18:37:33.712,60352,2 Jan 2023 02:45:51.052,24,[24] circ,3,[3] gs-madrid,1.29233929698626,12500000,366225000000,B
304,32194,1 Jan 2023 18:56:33.157,50014,1 Jan 2023 23:53:33.150,7,[7] ls-03,24,[24] circ,0.0167469444996951,1875000,33412500000,D
305,32194,1 Jan 2023 18:56:33.157,50014,1 Jan 2023 23:53:33.150,24,[24] circ,7,[7] ls-03,0.0167469444996951,12500000,222750000000,D
